numerical__Year,numerical__Mileage_Km,numerical__Engine_CC,numerical__Power_BHP,numerical__Previous_Owners,numerical__Accidents_Reported,numerical__Service_Score,nominal__Brand_Honda,nominal__Brand_Hyundai,nominal__Brand_Kia,nominal__Brand_Mahindra,nominal__Brand_Maruti,nominal__Brand_Renault,nominal__Brand_Skoda,nominal__Brand_Tata,nominal__Brand_Toyota,nominal__Brand_Volkswagen,nominal__Fuel_Type_CNG,nominal__Fuel_Type_Diesel,nominal__Fuel_Type_Electric,nominal__Fuel_Type_Petrol,nominal__Transmission_Automatic,nominal__Transmission_Manual,nominal__City_Ahmedabad,nominal__City_Bengaluru,nominal__City_Chandigarh,nominal__City_Delhi,nominal__City_Hyderabad,nominal__City_Jaipur,nominal__City_Kochi,nominal__City_Lucknow,nominal__City_Mumbai,nominal__City_Pune,nominal__Seller_Type_Certified Dealer,nominal__Seller_Type_Dealer,nominal__Seller_Type_Individual,ordinal__Condition,Resale_Price_Lakh
0.4224857987970934,-0.10218658048380248,-0.40300530281820607,-0.6668572743267785,-0.755751510402082,0.0,-0.3738212228476445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.38
0.11952679461766508,0.4396218795550614,-0.9575834735112618,-0.11301805927697003,-0.755751510402082,0.0,0.8304350655206063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.83
0.4224857987970934,-0.8386708075496174,0.2517978384820284,1.119821775353678,0.484456096411591,0.0,1.0712863231942564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.3
-0.18343220956176326,-0.06999965950199129,1.6393568759991919,-0.04105025167162728,1.7246637032252639,0.0,-0.8555237381949448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.82
-1.0923092221000483,0.7885348851410339,0.7217415895512443,1.7487578331221052,0.484456096411591,0.0,0.5895838078469561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.93
-0.4863912137411916,0.20524231623360217,-0.36514253614438297,0.1341757146718149,-0.755751510402082,0.0,0.5093000552890727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.83
-1.0923092221000483,0.8115376539550763,-0.3673697577134314,-0.09737288371059125,-0.755751510402082,0.0,-1.1766587484264783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2
-1.3952682262794767,0.5639329115120301,-0.23596368513957483,0.040304661273542215,0.484456096411591,0.0,-0.21325371773187773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2
-0.7893502179206199,0.909398327668871,-0.29164422436578524,1.2262089692050542,-0.755751510402082,0.0,-0.8555237381949448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.61
-1.3952682262794767,2.1436918611575004,-0.0021054203894910815,0.09975632842578176,-0.755751510402082,0.0,-0.7752399856370614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.2
-0.4863912137411916,-0.06847367729565433,1.0268709445108775,0.9602409845766148,0.484456096411591,0.0,-0.21325371773187773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.46
0.7254448029765217,-0.3103701159298104,0.8063760091750841,-0.5166635888895428,-0.755751510402082,0.0,-1.4175100061001285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.53
-0.18343220956176326,-0.0838465350780119,1.1003692562894751,0.43456308554628736,-0.755751510402082,0.0,1.39242133342579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.92
0.4224857987970934,-0.5244032498334433,-0.6947713283635486,-1.0924060497322818,-0.755751510402082,0.0,1.1515700757521399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.91
-0.7893502179206199,0.2569844166003241,-1.632431608932932,-0.0504373570114549,-0.755751510402082,0.0,-0.7752399856370614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.07
-0.7893502179206199,-0.2523827920890057,-0.5010030518563364,0.5847567709835241,0.484456096411591,0.0,-1.0963749958685949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.92
-0.18343220956176326,-0.310991812384244,-0.48318527930394906,-0.7012766605728121,2.3447675066321003,0.0,1.3121375808679065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.69
-0.18343220956176326,-0.01845537164349822,-0.4876397224420459,-0.3727279736788582,0.484456096411591,0.0,0.5093000552890727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.01
1.6343218155148067,-1.3475576144332486,0.7974671228988904,-0.06608253257783368,-0.755751510402082,0.0,1.3121375808679065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.06
-1.698227230458905,1.2065974918178686,-0.766042418573098,-0.40401832481161576,1.7246637032252639,0.0,-1.2569425009843618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.2
1.3313628113353784,-0.7607326793074441,-0.011014306665684748,-0.3414376225461006,1.7246637032252639,0.0,0.9107188180784896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.97
0.4224857987970934,-0.2851348916657565,0.6192893973750172,0.6410794030224871,-0.755751510402082,0.0,1.3121375808679065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.95
-0.18343220956176326,0.5504816609524672,-1.5522516324471891,-0.5573410453621271,0.484456096411591,0.0,0.18816504505753917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.65
1.3313628113353784,-0.7069559359989397,0.6126077326678719,0.5910148412100752,0.484456096411591,0.0,0.027597539941772414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.74
-0.4863912137411916,0.6634891210106436,0.5769721875630972,-0.5448249049090248,0.484456096411591,0.0,0.10788129249965579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.02
-1.0923092221000483,0.7101446140229091,-1.4163911167352357,-0.7075347307993638,-0.755751510402082,0.0,1.5529888385415567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.11
0.7254448029765217,-0.8187482620779959,0.31193282084633567,1.2637573905643629,1.7246637032252639,0.0,0.5895838078469561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.19
1.3313628113353784,-1.736513523470693,-0.7304068734683233,0.1623370306912969,-0.755751510402082,0.0,1.0712863231942564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.16
1.02840380715595,-0.13954488560931116,-0.18028314591336442,-1.586793597629851,0.484456096411591,0.0,-1.5780775112158953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.35
-1.0923092221000483,0.8424529230982734,-0.6569085616897256,0.8726280014048933,-0.755751510402082,0.0,1.3121375808679065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.73
1.02840380715595,-1.122786087225763,0.38320391105588497,-0.669986309440055,1.7246637032252639,0.0,0.027597539941772414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.85
1.6343218155148067,2.8843831363893973,2.7796943193519814,-2.0373746539415603,0.484456096411591,0.0,1.39242133342579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,15.0
0.11952679461766508,-0.5495536973082563,0.757377134656019,0.40953080464008096,-0.755751510402082,0.0,-1.0160912433107117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.94
1.02840380715595,-0.22336087123885637,1.0224165013727806,0.16859510091784805,0.484456096411591,0.0,0.991002570636373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.87
-1.698227230458905,0.6813487646107356,0.14711842473675282,0.3375629970347391,-0.755751510402082,0.0,-0.4541049754055279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.2
-1.0923092221000483,0.6207333603034616,-0.5165936028396754,-0.7857606086312576,-0.755751510402082,0.0,-0.21325371773187773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.81
0.7254448029765217,-0.769860313615719,-0.5566835910825468,-0.14117937529645203,-0.755751510402082,0.0,0.7501513129627229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.78
-0.18343220956176326,-0.25862801556308845,0.10702843649388133,0.6754987892685202,-0.755751510402082,0.0,0.6698675604048395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.51
0.11952679461766508,-0.2824502933397933,0.8308754464346167,0.7161762457411054,0.484456096411591,0.0,-0.13296996517399434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.45
-1.0923092221000483,1.0322681542087437,1.024643722941829,-0.7356960468188457,0.484456096411591,0.0,-0.6949562330791781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.34
-0.4863912137411916,0.6169749226471132,0.28520616201775467,-0.2538246393743791,-0.755751510402082,0.0,-1.4175100061001285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.9
-1.0923092221000483,0.7250935878590619,-1.0823078813779732,-0.45721192173730324,1.7246637032252639,0.0,1.6332725910994401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.25
1.02840380715595,-0.6675629879316484,0.020166795300993086,0.2687242245426719,0.484456096411591,0.0,-1.0160912433107117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.05
0.11952679461766508,-0.004580237137730624,-0.16691981649907392,0.43143405043301175,-0.755751510402082,0.0,-1.0963749958685949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.39
1.3313628113353784,0.4171560304062116,-1.632431608932932,-1.3927934206067547,-0.755751510402082,0.0,-1.0963749958685949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.26
